lat,long,time,calibpm
22.5,88.35,12-04-2023 07:00,109.7926043
22.51,88.36,12-04-2023 07:00,111.1352547
22.51,88.37,12-04-2023 07:00,106.1867077
22.54,88.34,12-04-2023 07:00,104.040073
22.54,88.35,12-04-2023 07:00,104.2429331
22.56,88.35,12-04-2023 07:00,104.6901687
22.56,88.36,12-04-2023 07:00,110.5375375
22.56,88.39,12-04-2023 07:00,111.3660066
22.57,88.42,12-04-2023 07:00,104.0328518
22.58,88.43,12-04-2023 07:00,106.7568376
22.59,88.36,12-04-2023 07:00,98.14489002
22.6,88.37,12-04-2023 07:00,97.39006194
22.6,88.41,12-04-2023 07:00,112.9832257
22.61,88.36,12-04-2023 07:00,100.1546198
22.48,88.34,12-04-2023 08:00,99.93184891
22.48,88.39,12-04-2023 08:00,109.0319736
22.5,88.35,12-04-2023 08:00,106.8772108
22.51,88.36,12-04-2023 08:00,108.2887393
22.51,88.37,12-04-2023 08:00,101.931872
22.54,88.34,12-04-2023 08:00,100.736123
22.54,88.35,12-04-2023 08:00,101.3777269
22.56,88.35,12-04-2023 08:00,100.1681149
22.56,88.36,12-04-2023 08:00,109.7136405
22.56,88.39,12-04-2023 08:00,110.1277126
22.57,88.42,12-04-2023 08:00,101.7708222
22.58,88.43,12-04-2023 08:00,111.2580676
22.59,88.36,12-04-2023 08:00,98.03774843
22.6,88.37,12-04-2023 08:00,96.98098913
22.6,88.41,12-04-2023 08:00,110.999539
22.61,88.36,12-04-2023 08:00,97.71128529
22.48,88.34,12-04-2023 09:00,95.52951606
22.48,88.39,12-04-2023 09:00,96.60606834
22.5,88.35,12-04-2023 09:00,97.46187594
22.51,88.36,12-04-2023 09:00,97.07691362
22.51,88.37,12-04-2023 09:00,89.98339549
22.54,88.34,12-04-2023 09:00,93.88627932
22.54,88.35,12-04-2023 09:00,93.56264678
22.56,88.35,12-04-2023 09:00,92.99086451
22.56,88.36,12-04-2023 09:00,101.7915809
22.56,88.39,12-04-2023 09:00,101.2409822
22.57,88.42,12-04-2023 09:00,94.5201817
22.58,88.43,12-04-2023 09:00,97.24794167
22.59,88.36,12-04-2023 09:00,92.2531816
22.6,88.37,12-04-2023 09:00,91.78896233
22.6,88.41,12-04-2023 09:00,102.365676
22.61,88.36,12-04-2023 09:00,90.6321883
22.48,88.34,12-04-2023 10:00,92.06992593
22.48,88.39,12-04-2023 10:00,94.28817483
22.5,88.35,12-04-2023 10:00,90.09510697
22.51,88.36,12-04-2023 10:00,89.91394823
22.51,88.37,12-04-2023 10:00,88.79868763
22.54,88.34,12-04-2023 10:00,91.40726701
22.54,88.35,12-04-2023 10:00,91.4582179
22.56,88.35,12-04-2023 10:00,90.76471961
22.56,88.36,12-04-2023 10:00,97.86184407
22.56,88.39,12-04-2023 10:00,97.05286312
22.57,88.42,12-04-2023 10:00,92.41255751
22.58,88.43,12-04-2023 10:00,94.23452378
22.59,88.36,12-04-2023 10:00,88.32013288
22.6,88.37,12-04-2023 10:00,87.48982199
22.6,88.41,12-04-2023 10:00,98.08414698
22.61,88.36,12-04-2023 10:00,88.7079258
22.48,88.34,12-04-2023 11:00,87.49793414
22.48,88.39,12-04-2023 11:00,91.3544725
22.5,88.35,12-04-2023 11:00,89.13119339
22.51,88.36,12-04-2023 11:00,88.84813286
22.51,88.37,12-04-2023 11:00,85.3969919
22.54,88.34,12-04-2023 11:00,88.39683952
22.54,88.35,12-04-2023 11:00,87.71655072
22.56,88.35,12-04-2023 11:00,86.80132167
22.56,88.36,12-04-2023 11:00,93.28211749
22.56,88.39,12-04-2023 11:00,94.73643963
22.57,88.42,12-04-2023 11:00,89.56114962
22.58,88.43,12-04-2023 11:00,91.06797517
22.59,88.36,12-04-2023 11:00,86.73348719
22.6,88.37,12-04-2023 11:00,86.14094715
22.6,88.41,12-04-2023 11:00,97.03394759
22.61,88.36,12-04-2023 11:00,86.36928264
22.48,88.34,12-04-2023 12:00,85.24640056
22.48,88.39,12-04-2023 12:00,90.89443578
22.5,88.35,12-04-2023 12:00,88.84881757
22.51,88.36,12-04-2023 12:00,89.34606056
22.51,88.37,12-04-2023 12:00,84.98318839
22.54,88.34,12-04-2023 12:00,86.94322529
22.54,88.35,12-04-2023 12:00,87.08947323
22.56,88.35,12-04-2023 12:00,88.56044444
22.56,88.36,12-04-2023 12:00,93.95387605
22.56,88.39,12-04-2023 12:00,95.45479511
22.57,88.42,12-04-2023 12:00,89.93888893
22.58,88.43,12-04-2023 12:00,91.68537239
22.59,88.36,12-04-2023 12:00,85.69049888
22.6,88.37,12-04-2023 12:00,85.12626489
22.6,88.41,12-04-2023 12:00,96.93520168
22.61,88.36,12-04-2023 12:00,85.73578857
22.48,88.34,12-04-2023 13:00,85.82033775
22.48,88.39,12-04-2023 13:00,89.84909078
22.5,88.35,12-04-2023 13:00,89.39350516
22.51,88.36,12-04-2023 13:00,90.43045023
22.51,88.37,12-04-2023 13:00,84.44735234
22.54,88.34,12-04-2023 13:00,85.98531797
22.54,88.35,12-04-2023 13:00,86.27120911
22.56,88.35,12-04-2023 13:00,88.98292898
22.56,88.36,12-04-2023 13:00,93.29386223
22.56,88.39,12-04-2023 13:00,92.46072073
22.57,88.42,12-04-2023 13:00,86.86650114
22.58,88.43,12-04-2023 13:00,80.08278379
22.59,88.36,12-04-2023 13:00,86.4660222
22.6,88.37,12-04-2023 13:00,85.8074347
22.6,88.41,12-04-2023 13:00,86.0242243
22.61,88.36,12-04-2023 13:00,86.04614908
22.48,88.34,12-04-2023 14:00,86.18592689
22.48,88.39,12-04-2023 14:00,88.28835455
22.5,88.35,12-04-2023 14:00,90.91303773
22.51,88.36,12-04-2023 14:00,91.83581506
22.51,88.37,12-04-2023 14:00,82.71394919
22.54,88.34,12-04-2023 14:00,91.62913674
22.54,88.35,12-04-2023 14:00,91.69235359
22.56,88.35,12-04-2023 14:00,92.65381585
22.56,88.36,12-04-2023 14:00,95.42000977
22.56,88.39,12-04-2023 14:00,95.91656344
22.57,88.42,12-04-2023 14:00,90.53935692
22.58,88.4,12-04-2023 14:00,96.72800362
22.58,88.43,12-04-2023 14:00,92.08769801
22.59,88.36,12-04-2023 14:00,112.0118635
22.6,88.37,12-04-2023 14:00,88.93865623
22.6,88.41,12-04-2023 14:00,97.66965165
22.61,88.36,12-04-2023 14:00,90.07089834
22.48,88.34,12-04-2023 15:00,93.22311709
22.48,88.39,12-04-2023 15:00,92.40258627
22.5,88.35,12-04-2023 15:00,98.7937483
22.51,88.36,12-04-2023 15:00,101.2299559
22.51,88.37,12-04-2023 15:00,87.53583224
22.54,88.34,12-04-2023 15:00,98.07490821
22.54,88.35,12-04-2023 15:00,97.72013901
22.56,88.35,12-04-2023 15:00,96.99550406
22.56,88.36,12-04-2023 15:00,100.568408
22.56,88.39,12-04-2023 15:00,98.32102107
22.57,88.42,12-04-2023 15:00,92.27673523
22.58,88.4,12-04-2023 15:00,98.42575347
22.58,88.43,12-04-2023 15:00,93.75902887
22.59,88.36,12-04-2023 15:00,103.8900447
22.6,88.37,12-04-2023 15:00,89.12372047
22.6,88.41,12-04-2023 15:00,109.4679447
22.61,88.36,12-04-2023 15:00,89.75022777
22.48,88.34,12-04-2023 16:00,106.3443522
22.48,88.39,12-04-2023 16:00,97.82545388
22.5,88.35,12-04-2023 16:00,112.7934145
22.51,88.36,12-04-2023 16:00,113.236876
22.51,88.37,12-04-2023 16:00,93.10872193
22.54,88.34,12-04-2023 16:00,103.4730389
22.54,88.35,12-04-2023 16:00,104.2495683
22.56,88.35,12-04-2023 16:00,99.41723976
22.56,88.36,12-04-2023 16:00,100.2126399
22.56,88.39,12-04-2023 16:00,107.653508
22.57,88.42,12-04-2023 16:00,100.878926
22.58,88.4,12-04-2023 16:00,106.7958346
22.58,88.43,12-04-2023 16:00,102.234786
22.59,88.36,12-04-2023 16:00,93.25135615
22.6,88.37,12-04-2023 16:00,91.39542262
22.6,88.41,12-04-2023 16:00,108.7074368
22.61,88.36,12-04-2023 16:00,91.99645447
22.48,88.34,12-04-2023 17:00,113.1742915
22.48,88.39,12-04-2023 17:00,106.5872185
22.5,88.35,12-04-2023 17:00,119.0534587
22.51,88.36,12-04-2023 17:00,123.3314469
22.51,88.37,12-04-2023 17:00,108.0836651
22.54,88.34,12-04-2023 17:00,109.7432275
22.54,88.35,12-04-2023 17:00,110.6339247
22.56,88.35,12-04-2023 17:00,102.3451763
22.56,88.36,12-04-2023 17:00,104.2501736
22.56,88.39,12-04-2023 17:00,118.9920951
22.57,88.42,12-04-2023 17:00,107.6328761
22.58,88.4,12-04-2023 17:00,114.5140775
22.58,88.43,12-04-2023 17:00,110.5153758
22.59,88.36,12-04-2023 17:00,96.34406218
22.6,88.37,12-04-2023 17:00,93.83048468
22.6,88.41,12-04-2023 17:00,120.5092995
22.61,88.36,12-04-2023 17:00,95.45713919
22.48,88.34,12-04-2023 18:00,112.0910883
22.48,88.39,12-04-2023 18:00,116.5849222
22.5,88.35,12-04-2023 18:00,118.2542596
22.51,88.36,12-04-2023 18:00,128.2255385
22.51,88.37,12-04-2023 18:00,117.9143632
22.54,88.34,12-04-2023 18:00,110.896552
22.54,88.35,12-04-2023 18:00,111.0899767
22.56,88.35,12-04-2023 18:00,104.5337902
22.56,88.36,12-04-2023 18:00,106.2764995
22.56,88.39,12-04-2023 18:00,127.3401578
22.57,88.42,12-04-2023 18:00,113.7221158
22.58,88.4,12-04-2023 18:00,120.1843877
22.58,88.43,12-04-2023 18:00,117.3405729
22.59,88.36,12-04-2023 18:00,95.85798305
22.6,88.37,12-04-2023 18:00,94.83613454
22.6,88.41,12-04-2023 18:00,123.1112335
22.61,88.36,12-04-2023 18:00,97.76864162
22.48,88.34,12-04-2023 19:00,111.8176145
22.48,88.39,12-04-2023 19:00,115.4069544
22.5,88.35,12-04-2023 19:00,117.8269896
22.51,88.36,12-04-2023 19:00,119.8687995
22.51,88.37,12-04-2023 19:00,106.8887195
22.54,88.34,12-04-2023 19:00,106.1766173
22.54,88.35,12-04-2023 19:00,107.2126188
22.56,88.35,12-04-2023 19:00,106.0992474
22.56,88.36,12-04-2023 19:00,106.5756103
22.56,88.39,12-04-2023 19:00,119.317532
22.57,88.42,12-04-2023 19:00,106.0712428
22.58,88.4,12-04-2023 19:00,113.7563361
22.58,88.43,12-04-2023 19:00,112.5797479
22.59,88.36,12-04-2023 19:00,100.6011149
22.6,88.37,12-04-2023 19:00,99.11976479
22.6,88.41,12-04-2023 19:00,115.5415045
22.61,88.36,12-04-2023 19:00,102.2532449
22.48,88.34,12-04-2023 20:00,113.9321533
22.48,88.39,12-04-2023 20:00,115.0979022
22.5,88.35,12-04-2023 20:00,122.231488
22.51,88.36,12-04-2023 20:00,124.1902669
22.51,88.37,12-04-2023 20:00,106.0361911
22.54,88.34,12-04-2023 20:00,112.9152964
22.54,88.35,12-04-2023 20:00,110.5083384
22.56,88.35,12-04-2023 20:00,107.0382647
22.56,88.36,12-04-2023 20:00,108.5545256
22.56,88.39,12-04-2023 20:00,119.0268151
22.57,88.42,12-04-2023 20:00,105.7993966
22.58,88.4,12-04-2023 20:00,113.7864212
22.58,88.43,12-04-2023 20:00,110.0122808
22.59,88.36,12-04-2023 20:00,100.8079569
22.6,88.37,12-04-2023 20:00,100.5692425
22.6,88.41,12-04-2023 20:00,115.0347181
22.61,88.36,12-04-2023 20:00,101.712807
22.48,88.34,12-04-2023 21:00,108.1795674
22.48,88.39,12-04-2023 21:00,105.8524721
22.5,88.35,12-04-2023 21:00,115.0296323
22.51,88.36,12-04-2023 21:00,114.5701307
22.51,88.37,12-04-2023 21:00,101.294254
22.54,88.34,12-04-2023 21:00,111.9732935
22.54,88.35,12-04-2023 21:00,111.3194237
22.56,88.35,12-04-2023 21:00,107.4142992
22.56,88.36,12-04-2023 21:00,109.0852999
22.56,88.39,12-04-2023 21:00,118.8528056
22.57,88.42,12-04-2023 21:00,105.8999558
22.58,88.4,12-04-2023 21:00,114.4191342
22.58,88.43,12-04-2023 21:00,110.2109677
22.59,88.36,12-04-2023 21:00,102.0324855
22.6,88.37,12-04-2023 21:00,101.010637
22.6,88.41,12-04-2023 21:00,116.0580547
22.61,88.36,12-04-2023 21:00,102.8609093
22.48,88.34,12-04-2023 22:00,113.3918096
22.48,88.39,12-04-2023 22:00,110.2058746
22.5,88.35,12-04-2023 22:00,120.3362279
22.51,88.36,12-04-2023 22:00,117.2310539
22.51,88.37,12-04-2023 22:00,105.5438677
22.54,88.34,12-04-2023 22:00,114.0594589
22.54,88.35,12-04-2023 22:00,109.7786402
22.56,88.35,12-04-2023 22:00,105.2184288
22.56,88.36,12-04-2023 22:00,108.2783132
22.56,88.39,12-04-2023 22:00,115.2478378
22.57,88.42,12-04-2023 22:00,104.216969
22.58,88.4,12-04-2023 22:00,116.233832
22.58,88.43,12-04-2023 22:00,108.7336715
22.59,88.36,12-04-2023 22:00,102.4062331
22.6,88.37,12-04-2023 22:00,101.0683004
22.6,88.41,12-04-2023 22:00,115.4176741
22.61,88.36,12-04-2023 22:00,102.9912249
22.48,88.34,12-04-2023 23:00,116.5756447
22.48,88.39,12-04-2023 23:00,119.3595333
22.5,88.35,12-04-2023 23:00,124.930648
22.51,88.36,12-04-2023 23:00,119.9752017
22.51,88.37,12-04-2023 23:00,112.9010355
22.54,88.34,12-04-2023 23:00,114.8913564
22.54,88.35,12-04-2023 23:00,109.6632284
22.56,88.35,12-04-2023 23:00,106.228099
22.56,88.36,12-04-2023 23:00,108.9483107
22.56,88.39,12-04-2023 23:00,120.9923738
22.57,88.42,12-04-2023 23:00,109.3048046
22.58,88.4,12-04-2023 23:00,120.7498853
22.58,88.43,12-04-2023 23:00,112.851553
22.59,88.36,12-04-2023 23:00,102.5366447
22.6,88.37,12-04-2023 23:00,102.2771726
22.6,88.41,12-04-2023 23:00,121.8217412
22.61,88.36,12-04-2023 23:00,104.196323
22.48,88.34,12-05-2023 00:00,118.3152955
22.48,88.39,12-05-2023 00:00,125.304214
22.5,88.35,12-05-2023 00:00,128.0516342
22.51,88.36,12-05-2023 00:00,125.196497
22.51,88.37,12-05-2023 00:00,120.7875114
22.54,88.34,12-05-2023 00:00,117.8877574
22.54,88.35,12-05-2023 00:00,117.1621789
22.56,88.35,12-05-2023 00:00,112.2113672
22.56,88.36,12-05-2023 00:00,113.6672418
22.56,88.39,12-05-2023 00:00,119.8457277
22.57,88.42,12-05-2023 00:00,113.752378
22.58,88.4,12-05-2023 00:00,117.9662058
22.58,88.43,12-05-2023 00:00,110.7783554
22.59,88.36,12-05-2023 00:00,103.0990811
22.6,88.37,12-05-2023 00:00,101.8715419
22.6,88.41,12-05-2023 00:00,120.8807857
22.61,88.36,12-05-2023 00:00,105.0154008
22.48,88.34,12-05-2023 01:00,117.1969873
22.48,88.39,12-05-2023 01:00,126.6591693
22.5,88.35,12-05-2023 01:00,126.7965134
22.51,88.36,12-05-2023 01:00,126.4049463
22.51,88.37,12-05-2023 01:00,124.0597301
22.54,88.34,12-05-2023 01:00,117.5402576
22.54,88.35,12-05-2023 01:00,117.2449311
22.56,88.35,12-05-2023 01:00,110.9437702
22.56,88.36,12-05-2023 01:00,111.3240149
22.56,88.39,12-05-2023 01:00,125.84531
22.57,88.42,12-05-2023 01:00,116.9496611
22.58,88.4,12-05-2023 01:00,123.8733216
22.58,88.43,12-05-2023 01:00,116.9581529
22.59,88.36,12-05-2023 01:00,100.2775977
22.6,88.37,12-05-2023 01:00,100.1615428
22.6,88.41,12-05-2023 01:00,126.3217952
22.61,88.36,12-05-2023 01:00,105.8369065
22.48,88.34,12-05-2023 02:00,97.39817601
22.48,88.39,12-05-2023 02:00,109.2470243
22.5,88.35,12-05-2023 02:00,106.4240328
22.51,88.36,12-05-2023 02:00,101.6412533
22.51,88.37,12-05-2023 02:00,99.38425195
22.54,88.34,12-05-2023 02:00,113.9284945
22.54,88.35,12-05-2023 02:00,114.3474241
22.56,88.35,12-05-2023 02:00,109.5338646
22.56,88.36,12-05-2023 02:00,111.0397466
22.56,88.39,12-05-2023 02:00,127.3701368
22.57,88.42,12-05-2023 02:00,117.8272228
22.58,88.4,12-05-2023 02:00,125.4217368
22.58,88.43,12-05-2023 02:00,118.5414789
22.59,88.36,12-05-2023 02:00,100.1027606
22.6,88.37,12-05-2023 02:00,99.91216654
22.6,88.41,12-05-2023 02:00,127.5173283
22.61,88.36,12-05-2023 02:00,102.2785526
22.48,88.34,12-05-2023 03:00,83.19710847
22.48,88.39,12-05-2023 03:00,83.82454357
22.5,88.35,12-05-2023 03:00,87.79684207
22.51,88.36,12-05-2023 03:00,87.87987316
22.51,88.37,12-05-2023 03:00,83.03574823
22.54,88.34,12-05-2023 03:00,98.9433833
22.54,88.35,12-05-2023 03:00,99.18021061
22.56,88.35,12-05-2023 03:00,98.28877615
22.56,88.36,12-05-2023 03:00,98.17649547
22.56,88.39,12-05-2023 03:00,127.2337989
22.57,88.42,12-05-2023 03:00,119.4232154
22.58,88.4,12-05-2023 03:00,127.2545567
22.58,88.43,12-05-2023 03:00,118.9580526
22.59,88.36,12-05-2023 03:00,98.76325209
22.6,88.37,12-05-2023 03:00,98.41508764
22.6,88.41,12-05-2023 03:00,128.5056843
22.61,88.36,12-05-2023 03:00,100.090806
22.48,88.34,12-05-2023 04:00,79.74195799
22.48,88.39,12-05-2023 04:00,79.52028088
22.5,88.35,12-05-2023 04:00,85.091802
22.51,88.36,12-05-2023 04:00,85.08425372
22.51,88.37,12-05-2023 04:00,81.74230604
22.54,88.34,12-05-2023 04:00,88.0631549
22.54,88.35,12-05-2023 04:00,89.39636999
22.56,88.35,12-05-2023 04:00,93.83735802
22.56,88.36,12-05-2023 04:00,97.40769483
22.56,88.39,12-05-2023 04:00,117.6710333
22.57,88.42,12-05-2023 04:00,110.3199514
22.58,88.4,12-05-2023 04:00,120.6988374
22.58,88.43,12-05-2023 04:00,113.2015075
22.59,88.36,12-05-2023 04:00,99.62977202
22.6,88.37,12-05-2023 04:00,98.19654221
22.6,88.41,12-05-2023 04:00,123.1558028
22.61,88.36,12-05-2023 04:00,98.4409178
22.48,88.34,12-05-2023 05:00,81.52226916
22.48,88.39,12-05-2023 05:00,84.60446845
22.5,88.35,12-05-2023 05:00,85.65683995
22.51,88.36,12-05-2023 05:00,86.64566474
22.51,88.37,12-05-2023 05:00,84.78562719
22.54,88.34,12-05-2023 05:00,90.58902156
22.54,88.35,12-05-2023 05:00,92.20812779
22.56,88.35,12-05-2023 05:00,92.91649933
22.56,88.36,12-05-2023 05:00,94.36954338
22.56,88.39,12-05-2023 05:00,101.8490541
22.57,88.42,12-05-2023 05:00,93.79409493
22.58,88.4,12-05-2023 05:00,102.5085851
22.58,88.43,12-05-2023 05:00,96.968147
22.59,88.36,12-05-2023 05:00,95.82218589
22.6,88.37,12-05-2023 05:00,94.66635539
22.6,88.41,12-05-2023 05:00,105.9713589
22.61,88.36,12-05-2023 05:00,97.32429376
22.48,88.34,12-05-2023 06:00,77.12138391
22.48,88.39,12-05-2023 06:00,80.96218999
22.5,88.35,12-05-2023 06:00,80.74361515
22.51,88.36,12-05-2023 06:00,80.37374939
22.51,88.37,12-05-2023 06:00,78.44766896
22.54,88.34,12-05-2023 06:00,77.90574874
22.54,88.35,12-05-2023 06:00,77.55664075
22.56,88.35,12-05-2023 06:00,81.52310546
22.56,88.36,12-05-2023 06:00,80.55692552
22.56,88.39,12-05-2023 06:00,85.96132623
22.57,88.42,12-05-2023 06:00,79.79532436
22.58,88.4,12-05-2023 06:00,82.79293537
22.58,88.43,12-05-2023 06:00,81.03890362
22.59,88.36,12-05-2023 06:00,74.29188715
22.6,88.37,12-05-2023 06:00,73.89277181
22.6,88.41,12-05-2023 06:00,82.75425043
22.61,88.36,12-05-2023 06:00,73.0162277
22.48,88.34,12-05-2023 07:00,76.7733158
22.48,88.39,12-05-2023 07:00,75.75590126
22.5,88.35,12-05-2023 07:00,78.15936885
22.51,88.36,12-05-2023 07:00,77.63759394
22.51,88.37,12-05-2023 07:00,74.09244888
22.54,88.34,12-05-2023 07:00,78.49636246
22.54,88.35,12-05-2023 07:00,78.84452691
22.56,88.35,12-05-2023 07:00,81.66019771
22.56,88.36,12-05-2023 07:00,82.16027131
22.56,88.39,12-05-2023 07:00,83.13387525
22.57,88.42,12-05-2023 07:00,79.54561128
22.58,88.4,12-05-2023 07:00,81.3232314
22.58,88.43,12-05-2023 07:00,80.56085504
22.59,88.36,12-05-2023 07:00,72.43109863
22.6,88.37,12-05-2023 07:00,72.48016245
22.6,88.41,12-05-2023 07:00,81.47325348
22.61,88.36,12-05-2023 07:00,72.03764449
22.48,88.34,12-05-2023 08:00,81.02500032
22.48,88.39,12-05-2023 08:00,81.62237334
22.5,88.35,12-05-2023 08:00,82.70449279
22.51,88.36,12-05-2023 08:00,82.91678819
22.51,88.37,12-05-2023 08:00,78.81629996
22.54,88.34,12-05-2023 08:00,77.03951752
22.54,88.35,12-05-2023 08:00,77.21312798
22.56,88.35,12-05-2023 08:00,81.69113969
22.56,88.36,12-05-2023 08:00,81.6213181
22.56,88.39,12-05-2023 08:00,84.39850441
22.57,88.42,12-05-2023 08:00,81.29804807
22.58,88.4,12-05-2023 08:00,83.46534819
22.58,88.43,12-05-2023 08:00,91.28159294
22.59,88.36,12-05-2023 08:00,74.54615387
22.6,88.37,12-05-2023 08:00,74.17911872
22.6,88.41,12-05-2023 08:00,83.67292591
22.61,88.36,12-05-2023 08:00,73.85454264
22.48,88.34,12-05-2023 09:00,79.80664636
22.48,88.39,12-05-2023 09:00,78.85376409
22.5,88.35,12-05-2023 09:00,81.42009138
22.51,88.36,12-05-2023 09:00,81.85128692
22.51,88.37,12-05-2023 09:00,75.45609421
22.54,88.34,12-05-2023 09:00,76.6592417
22.54,88.35,12-05-2023 09:00,76.56677526
22.56,88.35,12-05-2023 09:00,79.60898282
22.56,88.36,12-05-2023 09:00,79.63728887
22.56,88.39,12-05-2023 09:00,82.29534338
22.57,88.42,12-05-2023 09:00,79.26565218
22.58,88.4,12-05-2023 09:00,81.56693428
22.58,88.43,12-05-2023 09:00,80.10445488
22.59,88.36,12-05-2023 09:00,75.25012265
22.6,88.37,12-05-2023 09:00,74.96140091
22.6,88.41,12-05-2023 09:00,82.76050618
22.61,88.36,12-05-2023 09:00,75.46147452
22.48,88.34,12-05-2023 10:00,76.92016784
22.48,88.39,12-05-2023 10:00,80.35517569
22.5,88.35,12-05-2023 10:00,78.90159154
22.51,88.36,12-05-2023 10:00,79.43940655
22.51,88.37,12-05-2023 10:00,76.26683811
22.54,88.34,12-05-2023 10:00,77.55198914
22.54,88.35,12-05-2023 10:00,78.11622312
22.56,88.35,12-05-2023 10:00,81.69370761
22.56,88.36,12-05-2023 10:00,82.0777264
22.56,88.39,12-05-2023 10:00,86.14404792
22.57,88.42,12-05-2023 10:00,82.86620699
22.58,88.4,12-05-2023 10:00,86.81773198
22.58,88.43,12-05-2023 10:00,84.36076659
22.59,88.36,12-05-2023 10:00,76.79807295
22.6,88.37,12-05-2023 10:00,76.34140197
22.6,88.41,12-05-2023 10:00,87.67163125
22.61,88.36,12-05-2023 10:00,76.46783567
22.48,88.34,12-05-2023 11:00,77.13992998
22.48,88.39,12-05-2023 11:00,79.20797872
22.5,88.35,12-05-2023 11:00,79.15154681
22.51,88.36,12-05-2023 11:00,79.55066216
22.51,88.37,12-05-2023 11:00,76.88027763
22.54,88.34,12-05-2023 11:00,79.07220301
22.54,88.35,12-05-2023 11:00,79.12598451
22.56,88.35,12-05-2023 11:00,82.07929469
22.56,88.36,12-05-2023 11:00,82.04532743
22.56,88.39,12-05-2023 11:00,85.67177851
22.57,88.42,12-05-2023 11:00,81.67496384
22.58,88.4,12-05-2023 11:00,86.19732756
22.58,88.43,12-05-2023 11:00,82.66284509
22.59,88.36,12-05-2023 11:00,78.52252443
22.6,88.37,12-05-2023 11:00,78.26022167
22.6,88.41,12-05-2023 11:00,85.86142907
22.61,88.36,12-05-2023 11:00,78.66782884
22.48,88.34,12-05-2023 12:00,79.01009537
22.48,88.39,12-05-2023 12:00,81.05928849
22.5,88.35,12-05-2023 12:00,81.15663772
22.51,88.36,12-05-2023 12:00,81.91523993
22.51,88.37,12-05-2023 12:00,79.60530091
22.54,88.34,12-05-2023 12:00,81.88925625
22.54,88.35,12-05-2023 12:00,82.16665556
22.56,88.35,12-05-2023 12:00,84.17077048
22.56,88.36,12-05-2023 12:00,84.27550287
22.56,88.39,12-05-2023 12:00,88.77712966
22.57,88.42,12-05-2023 12:00,84.65576835
22.58,88.4,12-05-2023 12:00,87.88737606
22.58,88.43,12-05-2023 12:00,85.23698597
22.59,88.36,12-05-2023 12:00,81.36932552
22.6,88.37,12-05-2023 12:00,80.88623555
22.6,88.41,12-05-2023 12:00,89.98013691
22.61,88.36,12-05-2023 12:00,81.31460048
22.48,88.34,12-05-2023 13:00,80.99561083
22.48,88.39,12-05-2023 13:00,81.73524457
22.5,88.35,12-05-2023 13:00,85.36323479
22.51,88.36,12-05-2023 13:00,81.79384152
22.51,88.37,12-05-2023 13:00,80.40580362
22.54,88.34,12-05-2023 13:00,80.73229119
22.54,88.35,12-05-2023 13:00,80.45394834
22.56,88.35,12-05-2023 13:00,82.65748543
22.56,88.36,12-05-2023 13:00,82.35649773
22.56,88.39,12-05-2023 13:00,87.72816947
22.57,88.42,12-05-2023 13:00,84.48901348
22.58,88.4,12-05-2023 13:00,86.45345356
22.58,88.43,12-05-2023 13:00,85.74108456
22.59,88.36,12-05-2023 13:00,76.58429498
22.6,88.37,12-05-2023 13:00,76.83244471
22.6,88.41,12-05-2023 13:00,87.01957462
22.61,88.36,12-05-2023 13:00,76.19178438
22.48,88.34,12-05-2023 14:00,78.40502156
22.48,88.39,12-05-2023 14:00,79.20335024
22.5,88.35,12-05-2023 14:00,80.70819074
22.51,88.36,12-05-2023 14:00,79.82032421
22.51,88.37,12-05-2023 14:00,77.825789
22.54,88.34,12-05-2023 14:00,78.75631821
22.54,88.35,12-05-2023 14:00,78.81481739
22.56,88.35,12-05-2023 14:00,81.11327017
22.56,88.36,12-05-2023 14:00,80.91890194
22.56,88.39,12-05-2023 14:00,83.69881119
22.57,88.42,12-05-2023 14:00,81.64190467
22.58,88.4,12-05-2023 14:00,82.74584074
22.58,88.43,12-05-2023 14:00,84.98013185
22.59,88.36,12-05-2023 14:00,76.25149214
22.6,88.37,12-05-2023 14:00,75.1560479
22.6,88.41,12-05-2023 14:00,85.97461784
22.61,88.36,12-05-2023 14:00,75.16453971
22.48,88.34,12-05-2023 15:00,80.71165878
22.48,88.39,12-05-2023 15:00,78.83998791
22.5,88.35,12-05-2023 15:00,82.49588365
22.51,88.36,12-05-2023 15:00,81.45516444
22.51,88.37,12-05-2023 15:00,77.10199626
22.54,88.34,12-05-2023 15:00,80.49224378
22.54,88.35,12-05-2023 15:00,80.90834276
22.56,88.35,12-05-2023 15:00,82.2457857
22.56,88.36,12-05-2023 15:00,82.50431432
22.56,88.39,12-05-2023 15:00,85.21306857
22.57,88.42,12-05-2023 15:00,83.68359818
22.58,88.4,12-05-2023 15:00,84.86867826
22.58,88.43,12-05-2023 15:00,87.21713712
22.59,88.36,12-05-2023 15:00,75.94239821
22.6,88.37,12-05-2023 15:00,76.24149884
22.6,88.41,12-05-2023 15:00,87.6200266
22.61,88.36,12-05-2023 15:00,76.76421728
22.48,88.34,12-05-2023 16:00,82.09981202
22.48,88.39,12-05-2023 16:00,80.40175714
22.5,88.35,12-05-2023 16:00,84.02273655
22.51,88.36,12-05-2023 16:00,83.14996658
22.51,88.37,12-05-2023 16:00,79.39406166
22.54,88.34,12-05-2023 16:00,84.56819753
22.54,88.35,12-05-2023 16:00,83.67844394
22.56,88.35,12-05-2023 16:00,83.83411104
