lat,long,time,rawpm,calibpm
22.56,88.35,3/28/2023 8:00,53.17,40.90227141
22.56,88.39,3/28/2023 8:00,62.79,42.14486563
22.57,88.36,3/28/2023 8:00,66.75,44.54205409
22.57,88.37,3/28/2023 8:00,65.69,44.25794734
22.59,88.36,3/28/2023 8:00,66.29,41.61742346
22.6,88.41,3/28/2023 8:00,64.4,42.57638626
22.46,88.37,3/28/2023 9:00,71.94,45.07659797
22.5,88.35,3/28/2023 9:00,74.65,46.15612743
22.52,88.34,3/28/2023 9:00,77.1,46.81278926
22.54,88.34,3/28/2023 9:00,74.02,48.61475807
22.54,88.35,3/28/2023 9:00,82.21,50.80988475
22.56,88.35,3/28/2023 9:00,65.65,45.82164305
22.56,88.39,3/28/2023 9:00,73.54,46.93994812
22.57,88.36,3/28/2023 9:00,87.72,51.73695998
22.57,88.37,3/28/2023 9:00,86.06,51.29203809
22.59,88.36,3/28/2023 9:00,87.04,48.89163168
22.6,88.41,3/28/2023 9:00,79.06,48.41944742
22.46,88.37,3/28/2023 10:00,83.78,50.42903425
22.5,88.35,3/28/2023 10:00,87.48,51.52398407
22.52,88.34,3/28/2023 10:00,92.63,52.90431402
22.54,88.34,3/28/2023 10:00,90.4,54.04107719
22.54,88.35,3/28/2023 10:00,103.75,57.61921407
22.56,88.35,3/28/2023 10:00,85.42,52.75551881
22.56,88.39,3/28/2023 10:00,90.96,53.33095066
22.57,88.36,3/28/2023 10:00,115.73,60.87936367
22.57,88.37,3/28/2023 10:00,109.68,59.257811
22.59,88.36,3/28/2023 10:00,110.41,56.72776696
22.6,88.41,3/28/2023 10:00,106.15,57.40225397
22.46,88.37,3/28/2023 11:00,99.97,56.48367933
22.5,88.35,3/28/2023 11:00,100.21,56.54222257
22.52,88.34,3/28/2023 11:00,107.56,58.51220804
22.54,88.34,3/28/2023 11:00,105.75,59.18440535
22.54,88.35,3/28/2023 11:00,129.82,65.63577275
22.56,88.35,3/28/2023 11:00,113.97,61.78530621
22.56,88.39,3/28/2023 11:00,109.55,59.23583237
22.57,88.36,3/28/2023 11:00,126.22,65.06861534
22.57,88.37,3/28/2023 11:00,114.67,61.97292388
22.59,88.36,3/28/2023 11:00,109.07,60.47198257
22.6,88.41,3/28/2023 11:00,112.01,59.89517444
22.46,88.37,3/28/2023 12:00,105.68,58.95112369
22.5,88.35,3/28/2023 12:00,104.91,59.26488003
22.52,88.34,3/28/2023 12:00,107.87,60.05823472
22.54,88.34,3/28/2023 12:00,107.14,60.65457398
22.54,88.35,3/28/2023 12:00,133.11,67.61518932
22.56,88.35,3/28/2023 12:00,117.86,63.65738851
22.56,88.39,3/28/2023 12:00,109.84,60.05675495
22.57,88.36,3/28/2023 12:00,120.06,64.24704403
22.57,88.37,3/28/2023 12:00,114.41,62.73270145
22.59,88.36,3/28/2023 12:00,110.82,60.79534326
